x,y,z,phi,Ex,Ey,Ez
41,11,25,0.000635,0.000095,-0.000074,0.000000
41,12,25,0.000711,0.000108,-0.000078,0.000000
41,13,25,0.000791,0.000122,-0.000080,0.000000
41,14,25,0.000872,0.000138,-0.000083,0.000000
41,15,25,0.000956,0.000153,-0.000084,0.000000
41,16,25,0.001039,0.000170,-0.000083,0.000000
41,17,25,0.001123,0.000187,-0.000082,0.000000
41,18,25,0.001202,0.000204,-0.000078,0.000000
41,19,25,0.001279,0.000221,-0.000073,0.000000
41,20,25,0.001347,0.000236,-0.000065,0.000000
41,21,25,0.001409,0.000250,-0.000055,0.000000
41,22,25,0.001458,0.000262,-0.000043,0.000000
41,23,25,0.001496,0.000271,-0.000030,0.000000
41,24,25,0.001518,0.000276,-0.000015,0.000000
41,25,25,0.001526,0.000278,0.000000,0.000000
41,26,25,0.001517,0.000276,0.000016,0.000000
41,27,25,0.001495,0.000271,0.000030,0.000000
41,28,25,0.001457,0.000262,0.000044,0.000000
41,29,25,0.001407,0.000250,0.000056,0.000000
41,30,25,0.001345,0.000236,0.000066,0.000000
41,31,25,0.001276,0.000220,0.000073,0.000000
41,32,25,0.001199,0.000204,0.000079,0.000000
41,33,25,0.001118,0.000186,0.000083,0.000000
41,34,25,0.001034,0.000169,0.000084,0.000000
41,35,25,0.000950,0.000153,0.000085,0.000000
41,36,25,0.000864,0.000137,0.000084,0.000000
41,37,25,0.000782,0.000121,0.000082,0.000000
41,38,25,0.000701,0.000107,0.000079,0.000000
41,39,25,0.000623,0.000094,0.000076,0.000000
41,40,25,0.000548,0.000081,0.000073,0.000000
41,41,25,0.000477,0.000070,0.000070,0.000000
41,42,25,0.000409,0.000059,0.000067,0.000000
41,43,25,0.000344,0.000049,0.000063,0.000000
41,44,25,0.000282,0.000040,0.000061,0.000000
41,45,25,0.000222,0.000031,0.000058,0.000000
41,46,25,0.000165,0.000023,0.000057,0.000000
41,47,25,0.000109,0.000015,0.000055,0.000000
41,48,25,0.000054,0.000008,0.000055,0.000000
41,49,25,0.000000,-0.000000,0.000000,-0.000000
42,0,25,0.000000,-0.000000,0.000000,-0.000000
42,1,25,0.000042,0.000006,-0.000042,0.000000
42,2,25,0.000084,0.000013,-0.000042,0.000000
42,3,25,0.000126,0.000020,-0.000044,0.000000
42,4,25,0.000171,0.000027,-0.000045,0.000000
42,5,25,0.000216,0.000034,-0.000047,0.000000
42,6,25,0.000265,0.000042,-0.000049,0.000000
42,7,25,0.000314,0.000050,-0.000052,0.000000
42,8,25,0.000368,0.000059,-0.000054,0.000000
42,9,25,0.000423,0.000069,-0.000057,0.000000
42,10,25,0.000482,0.000079,-0.000060,0.000000
42,11,25,0.000542,0.000090,-0.000062,0.000000
42,12,25,0.000606,0.000102,-0.000065,0.000000
42,13,25,0.000672,0.000114,-0.000067,0.000000
42,14,25,0.000740,0.000128,-0.000068,0.000000
42,15,25,0.000808,0.000142,-0.000069,0.000000
42,16,25,0.000877,0.000156,-0.000068,0.000000
42,17,25,0.000944,0.000170,-0.000066,0.000000
42,18,25,0.001010,0.000184,-0.000063,0.000000
42,19,25,0.001070,0.000198,-0.000058,0.000000
42,20,25,0.001126,0.000211,-0.000052,0.000000
42,21,25,0.001173,0.000222,-0.000044,0.000000
42,22,25,0.001214,0.000232,-0.000034,0.000000
42,23,25,0.001242,0.000239,-0.000024,0.000000
42,24,25,0.001261,0.000243,-0.000012,0.000000
42,25,25,0.001266,0.000245,0.000000,0.000000
42,26,25,0.001260,0.000243,0.000012,0.000000
42,27,25,0.001241,0.000239,0.000024,0.000000
42,28,25,0.001212,0.000231,0.000035,0.000000
42,29,25,0.001172,0.000222,0.000044,0.000000
42,30,25,0.001124,0.000211,0.000052,0.000000
42,31,25,0.001067,0.000198,0.000059,0.000000
42,32,25,0.001007,0.000184,0.000064,0.000000
42,33,25,0.000940,0.000170,0.000067,0.000000
42,34,25,0.000873,0.000155,0.000069,0.000000
42,35,25,0.000802,0.000141,0.000070,0.000000
42,36,25,0.000734,0.000127,0.000069,0.000000
42,37,25,0.000664,0.000113,0.000068,0.000000
42,38,25,0.000598,0.000100,0.000066,0.000000
42,39,25,0.000532,0.000088,0.000064,0.000000
42,40,25,0.000469,0.000077,0.000062,0.000000
42,41,25,0.000409,0.000067,0.000059,0.000000
42,42,25,0.000351,0.000057,0.000057,0.000000
42,43,25,0.000296,0.000047,0.000054,0.000000
42,44,25,0.000243,0.000038,0.000052,0.000000
42,45,25,0.000192,0.000030,0.000050,0.000000
42,46,25,0.000142,0.000022,0.000049,0.000000
42,47,25,0.000094,0.000015,0.000048,0.000000
42,48,25,0.000047,0.000007,0.000047,0.000000
42,49,25,0.000000,-0.000000,0.000000,-0.000000
43,0,25,0.000000,-0.000000,0.000000,-0.000000
43,1,25,0.000035,0.000006,-0.000035,0.000000
43,2,25,0.000071,0.000013,-0.000036,0.000000
43,3,25,0.000107,0.000019,-0.000037,0.000000
43,4,25,0.000144,0.000026,-0.000038,0.000000
43,5,25,0.000183,0.000033,-0.000039,0.000000
43,6,25,0.000223,0.000040,-0.000041,0.000000
43,7,25,0.000266,0.000048,-0.000043,0.000000
43,8,25,0.000310,0.000057,-0.000045,0.000000
43,9,25,0.000356,0.000065,-0.000047,0.000000
43,10,25,0.000404,0.000075,-0.000050,0.000000
43,11,25,0.000455,0.000085,-0.000051,0.000000
43,12,25,0.000507,0.000096,-0.000053,0.000000
43,13,25,0.000562,0.000107,-0.000055,0.000000
43,14,25,0.000616,0.000119,-0.000055,0.000000
43,15,25,0.000673,0.000131,-0.000055,0.000000
43,16,25,0.000727,0.000144,-0.000055,0.000000
43,17,25,0.000782,0.000156,-0.000053,0.000000
43,18,25,0.000833,0.000168,-0.000050,0.000000
43,19,25,0.000883,0.000179,-0.000046,0.000000
43,20,25,0.000926,0.000190,-0.000041,0.000000
43,21,25,0.000964,0.000199,-0.000034,0.000000
43,22,25,0.000995,0.000207,-0.000027,0.000000
43,23,25,0.001018,0.000213,-0.000018,0.000000
43,24,25,0.001031,0.000217,-0.000009,0.000000
43,25,25,0.001037,0.000218,0.000000,0.000000
43,26,25,0.001031,0.000217,0.000010,0.000000
43,27,25,0.001018,0.000213,0.000019,0.000000
43,28,25,0.000994,0.000207,0.000027,0.000000
43,29,25,0.000963,0.000199,0.000035,0.000000
43,30,25,0.000924,0.000190,0.000041,0.000000
43,31,25,0.000880,0.000179,0.000047,0.000000
43,32,25,0.000831,0.000168,0.000051,0.000000
43,33,25,0.000779,0.000155,0.000054,0.000000
43,34,25,0.000723,0.000143,0.000056,0.000000
43,35,25,0.000668,0.000130,0.000056,0.000000
43,36,25,0.000611,0.000118,0.000056,0.000000
43,37,25,0.000555,0.000106,0.000056,0.000000
43,38,25,0.000500,0.000095,0.000054,0.000000
43,39,25,0.000446,0.000084,0.000053,0.000000
43,40,25,0.000394,0.000073,0.000051,0.000000
43,41,25,0.000344,0.000063,0.000049,0.000000
43,42,25,0.000296,0.000054,0.000047,0.000000
43,43,25,0.000250,0.000045,0.000045,0.000000
43,44,25,0.000205,0.000037,0.000044,0.000000
43,45,25,0.000162,0.000029,0.000042,0.000000
43,46,25,0.000120,0.000022,0.000041,0.000000
43,47,25,0.000080,0.000014,0.000040,0.000000
43,48,25,0.000040,0.000007,0.000040,0.000000
43,49,25,0.000000,-0.000000,0.000000,-0.000000
44,0,25,0.000000,-0.000000,0.000000,-0.000000
44,1,25,0.000029,0.000006,-0.000029,0.000000
44,2,25,0.000058,0.000012,-0.000030,0.000000
44,3,25,0.000088,0.000019,-0.000030,0.000000
44,4,25,0.000119,0.000025,-0.000031,0.000000
44,5,25,0.000151,0.000032,-0.000032,0.000000
44,6,25,0.000184,0.000039,-0.000034,0.000000
44,7,25,0.000218,0.000047,-0.000035,0.000000
44,8,25,0.000254,0.000054,-0.000037,0.000000
44,9,25,0.000292,0.000063,-0.000038,0.000000
44,10,25,0.000331,0.000072,-0.000040,0.000000
44,11,25,0.000372,0.000081,-0.000042,0.000000
44,12,25,0.000414,0.000091,-0.000043,0.000000
44,13,25,0.000457,0.000101,-0.000044,0.000000
44,14,25,0.000502,0.000112,-0.000044,0.000000
44,15,25,0.000546,0.000123,-0.000044,0.000000
44,16,25,0.000590,0.000133,-0.000043,0.000000
44,17,25,0.000632,0.000144,-0.000042,0.000000
44,18,25,0.000673,0.000155,-0.000039,0.000000
44,19,25,0.000711,0.000164,-0.000036,0.000000
44,20,25,0.000746,0.000173,-0.000032,0.000000
44,21,25,0.000774,0.000181,-0.000027,0.000000
44,22,25,0.000799,0.000188,-0.000021,0.000000
44,23,25,0.000816,0.000193,-0.000014,0.000000
44,24,25,0.000827,0.000195,-0.000007,0.000000
44,25,25,0.000830,0.000196,0.000000,0.000000
44,26,25,0.000827,0.000195,0.000007,0.000000
44,27,25,0.000816,0.000192,0.000014,0.000000
44,28,25,0.000798,0.000188,0.000021,0.000000
44,29,25,0.000773,0.000181,0.000027,0.000000
44,30,25,0.000744,0.000173,0.000032,0.000000
44,31,25,0.000709,0.000164,0.000036,0.000000
44,32,25,0.000671,0.000154,0.000040,0.000000
44,33,25,0.000629,0.000144,0.000042,0.000000
44,34,25,0.000587,0.000133,0.000044,0.000000
44,35,25,0.000542,0.000122,0.000045,0.000000
44,36,25,0.000497,0.000111,0.000045,0.000000
44,37,25,0.000452,0.000100,0.000045,0.000000
44,38,25,0.000408,0.000090,0.000044,0.000000
44,39,25,0.000364,0.000080,0.000043,0.000000
44,40,25,0.000323,0.000070,0.000041,0.000000
44,41,25,0.000282,0.000061,0.000040,0.000000
44,42,25,0.000243,0.000052,0.000038,0.000000
44,43,25,0.000205,0.000044,0.000037,0.000000
44,44,25,0.000169,0.000036,0.000036,0.000000
44,45,25,0.000133,0.000028,0.000035,0.000000
44,46,25,0.000099,0.000021,0.000034,0.000000
44,47,25,0.000066,0.000014,0.000033,0.000000
44,48,25,0.000033,0.000007,0.000033,0.000000
44,49,25,0.000000,-0.000000,0.000000,-0.000000
45,0,25,0.000000,-0.000000,0.000000,-0.000000
45,1,25,0.000023,0.000006,-0.000023,0.000000
45,2,25,0.000046,0.000012,-0.000024,0.000000
45,3,25,0.000070,0.000018,-0.000024,0.000000
45,4,25,0.000094,0.000024,-0.000025,0.000000
45,5,25,0.000120,0.000031,-0.000026,0.000000
45,6,25,0.000145,0.000038,-0.000027,0.000000
45,7,25,0.000173,0.000045,-0.000028,0.000000
45,8,25,0.000201,0.000053,-0.000029,0.000000
45,9,25,0.000231,0.000060,-0.000030,0.000000
45,10,25,0.000261,0.000069,-0.000031,0.000000
45,11,25,0.000293,0.000078,-0.000032,0.000000
45,12,25,0.000325,0.000087,-0.000033,0.000000
45,13,25,0.000359,0.000096,-0.000034,0.000000
45,14,25,0.000393,0.000106,-0.000034,0.000000
45,15,25,0.000427,0.000115,-0.000034,0.000000
45,16,25,0.000461,0.000125,-0.000033,0.000000
45,17,25,0.000494,0.000135,-0.000032,0.000000
45,18,25,0.000524,0.000144,-0.000030,0.000000
45,19,25,0.000554,0.000152,-0.000027,0.000000
45,20,25,0.000579,0.000160,-0.000024,0.000000
45,21,25,0.000602,0.000167,-0.000020,0.000000
45,22,25,0.000619,0.000173,-0.000016,0.000000
45,23,25,0.000633,0.000177,-0.000011,0.000000
45,24,25,0.000641,0.000179,-0.000005,0.000000
45,25,25,0.000644,0.000180,0.000000,0.000000
45,26,25,0.000640,0.000179,0.000006,0.000000
45,27,25,0.000633,0.000176,0.000011,0.000000
45,28,25,0.000619,0.000172,0.000016,0.000000
45,29,25,0.000601,0.000167,0.000020,0.000000
45,30,25,0.000578,0.000160,0.000024,0.000000
45,31,25,0.000552,0.000152,0.000028,0.000000
45,32,25,0.000523,0.000143,0.000030,0.000000
45,33,25,0.000492,0.000134,0.000032,0.000000
45,34,25,0.000458,0.000125,0.000034,0.000000
45,35,25,0.000424,0.000115,0.000034,0.000000
45,36,25,0.000389,0.000105,0.000035,0.000000
45,37,25,0.000355,0.000095,0.000034,0.000000
45,38,25,0.000320,0.000085,0.000034,0.000000
45,39,25,0.000287,0.000076,0.000033,0.000000
45,40,25,0.000254,0.000067,0.000032,0.000000
45,41,25,0.000222,0.000058,0.000031,0.000000
45,42,25,0.000192,0.000050,0.000030,0.000000
45,43,25,0.000162,0.000042,0.000029,0.000000
45,44,25,0.000133,0.000035,0.000028,0.000000
45,45,25,0.000105,0.000027,0.000027,0.000000
45,46,25,0.000078,0.000020,0.000027,0.000000
45,47,25,0.000052,0.000013,0.000026,0.000000
45,48,25,0.000026,0.000007,0.000026,0.000000
45,49,25,0.000000,-0.000000,0.000000,-0.000000
46,0,25,0.000000,-0.000000,0.000000,-0.000000
46,1,25,0.000017,0.000006,-0.000017,0.000000
46,2,25,0.000035,0.000012,-0.000017,0.000000
46,3,25,0.000052,0.000018,-0.000018,0.000000
46,4,25,0.000070,0.000024,-0.000018,0.000000
46,5,25,0.000089,0.000030,-0.000019,0.000000
46,6,25,0.000108,0.000037,-0.000020,0.000000
46,7,25,0.000128,0.000044,-0.000021,0.000000
46,8,25,0.000149,0.000051,-0.000021,0.000000
46,9,25,0.000171,0.000059,-0.000022,0.000000
46,10,25,0.000194,0.000067,-0.000023,0.000000
46,11,25,0.000217,0.000075,-0.000024,0.000000
46,12,25,0.000241,0.000083,-0.000024,0.000000
46,13,25,0.000265,0.000092,-0.000025,0.000000
46,14,25,0.000290,0.000101,-0.000025,0.000000
46,15,25,0.000315,0.000110,-0.000025,0.000000
46,16,25,0.000340,0.000119,-0.000024,0.000000
46,17,25,0.000363,0.000128,-0.000023,0.000000
46,18,25,0.000386,0.000136,-0.000022,0.000000
46,19,25,0.000406,0.000143,-0.000020,0.000000
46,20,25,0.000425,0.000150,-0.000017,0.000000
46,21,25,0.000441,0.000156,-0.000014,0.000000
46,22,25,0.000454,0.000161,-0.000011,0.000000
46,23,25,0.000463,0.000165,-0.000008,0.000000
46,24,25,0.000469,0.000167,-0.000004,0.000000
46,25,25,0.000471,0.000168,0.000000,0.000000
46,26,25,0.000469,0.000167,0.000004,0.000000
46,27,25,0.000463,0.000165,0.000008,0.000000
46,28,25,0.000453,0.000161,0.000011,0.000000
46,29,25,0.000440,0.000156,0.000015,0.000000
46,30,25,0.000424,0.000150,0.000017,0.000000
46,31,25,0.000405,0.000143,0.000020,0.000000
46,32,25,0.000384,0.000135,0.000022,0.000000
46,33,25,0.000361,0.000127,0.000023,0.000000
46,34,25,0.000338,0.000118,0.000024,0.000000
46,35,25,0.000312,0.000109,0.000025,0.000000
46,36,25,0.000288,0.000100,0.000025,0.000000
46,37,25,0.000262,0.000091,0.000025,0.000000
46,38,25,0.000237,0.000082,0.000025,0.000000
46,39,25,0.000212,0.000073,0.000024,0.000000
46,40,25,0.000188,0.000065,0.000024,0.000000
46,41,25,0.000165,0.000057,0.000023,0.000000
46,42,25,0.000142,0.000049,0.000022,0.000000
46,43,25,0.000120,0.000041,0.000022,0.000000
46,44,25,0.000099,0.000034,0.000021,0.000000
46,45,25,0.000078,0.000027,0.000020,0.000000
46,46,25,0.000058,0.000020,0.000020,0.000000
46,47,25,0.000039,0.000013,0.000020,0.000000
46,48,25,0.000019,0.000007,0.000019,0.000000
46,49,25,0.000000,-0.000000,0.000000,-0.000000
47,0,25,0.000000,-0.000000,0.000000,-0.000000
47,1,25,0.000011,0.000006,-0.000011,0.000000
47,2,25,0.000023,0.000012,-0.000012,0.000000
47,3,25,0.000035,0.000017,-0.000012,0.000000
47,4,25,0.000046,0.000024,-0.000012,0.000000
47,5,25,0.000059,0.000030,-0.000013,0.000000
47,6,25,0.000072,0.000036,-0.000013,0.000000
47,7,25,0.000085,0.000043,-0.000014,0.000000
47,8,25,0.000099,0.000050,-0.000014,0.000000
47,9,25,0.000113,0.000057,-0.000015,0.000000
47,10,25,0.000128,0.000065,-0.000015,0.000000
47,11,25,0.000143,0.000073,-0.000016,0.000000
47,12,25,0.000159,0.000081,-0.000016,0.000000
47,13,25,0.000175,0.000089,-0.000016,0.000000
47,14,25,0.000191,0.000098,-0.000016,0.000000
47,15,25,0.000207,0.000106,-0.000016,0.000000
47,16,25,0.000223,0.000114,-0.000016,0.000000
47,17,25,0.000239,0.000122,-0.000015,0.000000
47,18,25,0.000253,0.000130,-0.000014,0.000000
47,19,25,0.000267,0.000137,-0.000013,0.000000
47,20,25,0.000278,0.000143,-0.000011,0.000000
47,21,25,0.000289,0.000149,-0.000009,0.000000
47,22,25,0.000297,0.000153,-0.000007,0.000000
47,23,25,0.000303,0.000156,-0.000005,0.000000
47,24,25,0.000307,0.000159,-0.000002,0.000000
47,25,25,0.000308,0.000159,0.000000,0.000000
47,26,25,0.000307,0.000159,0.000003,0.000000
47,27,25,0.000303,0.000156,0.000005,0.000000
47,28,25,0.000297,0.000153,0.000007,0.000000
47,29,25,0.000289,0.000149,0.000009,0.000000
47,30,25,0.000278,0.000143,0.000011,0.000000
47,31,25,0.000266,0.000137,0.000013,0.000000
47,32,25,0.000252,0.000130,0.000014,0.000000
47,33,25,0.000238,0.000122,0.000015,0.000000
47,34,25,0.000222,0.000114,0.000016,0.000000
47,35,25,0.000206,0.000105,0.000016,0.000000
47,36,25,0.000189,0.000097,0.000016,0.000000
47,37,25,0.000173,0.000088,0.000016,0.000000
47,38,25,0.000156,0.000080,0.000016,0.000000
47,39,25,0.000140,0.000071,0.000016,0.000000
47,40,25,0.000124,0.000063,0.000016,0.000000
47,41,25,0.000109,0.000055,0.000015,0.000000
47,42,25,0.000094,0.000048,0.000015,0.000000
47,43,25,0.000080,0.000040,0.000014,0.000000
47,44,25,0.000066,0.000033,0.000014,0.000000
47,45,25,0.000052,0.000026,0.000013,0.000000
47,46,25,0.000039,0.000020,0.000013,0.000000
47,47,25,0.000026,0.000013,0.000013,0.000000
47,48,25,0.000013,0.000006,0.000013,0.000000
47,49,25,0.000000,-0.000000,0.000000,-0.000000
48,0,25,0.000000,-0.000000,0.000000,-0.000000
48,1,25,0.000006,0.000006,-0.000006,0.000000
48,2,25,0.000011,0.000011,-0.000006,0.000000
48,3,25,0.000017,0.000017,-0.000006,0.000000
48,4,25,0.000023,0.000023,-0.000006,0.000000
48,5,25,0.000029,0.000029,-0.000006,0.000000
48,6,25,0.000036,0.000036,-0.000006,0.000000
48,7,25,0.000042,0.000042,-0.000007,0.000000
48,8,25,0.000049,0.000049,-0.000007,0.000000
48,9,25,0.000056,0.000057,-0.000007,0.000000
48,10,25,0.000064,0.000064,-0.000007,0.000000
48,11,25,0.000071,0.000072,-0.000008,0.000000
48,12,25,0.000079,0.000079,-0.000008,0.000000
48,13,25,0.000087,0.000088,-0.000008,0.000000
48,14,25,0.000095,0.000096,-0.000008,0.000000
48,15,25,0.000103,0.000104,-0.000008,0.000000
48,16,25,0.000111,0.000112,-0.000008,0.000000
48,17,25,0.000118,0.000119,-0.000007,0.000000
48,18,25,0.000126,0.000127,-0.000007,0.000000
48,19,25,0.000132,0.000133,-0.000006,0.000000
48,20,25,0.000138,0.000139,-0.000005,0.000000
48,21,25,0.000143,0.000145,-0.000005,0.000000
48,22,25,0.000147,0.000149,-0.000004,0.000000
48,23,25,0.000150,0.000152,-0.000002,0.000000
48,24,25,0.000152,0.000153,-0.000001,0.000000
48,25,25,0.000152,0.000154,0.000000,0.000000
48,26,25,0.000152,0.000153,0.000001,0.000000
48,27,25,0.000150,0.000152,0.000002,0.000000
48,28,25,0.000147,0.000148,0.000004,0.000000
48,29,25,0.000143,0.000144,0.000005,0.000000
48,30,25,0.000138,0.000139,0.000006,0.000000
48,31,25,0.000132,0.000133,0.000006,0.000000
48,32,25,0.000125,0.000126,0.000007,0.000000
48,33,25,0.000118,0.000119,0.000007,0.000000
48,34,25,0.000110,0.000111,0.000008,0.000000
48,35,25,0.000102,0.000103,0.000008,0.000000
48,36,25,0.000094,0.000095,0.000008,0.000000
48,37,25,0.000086,0.000086,0.000008,0.000000
48,38,25,0.000078,0.000078,0.000008,0.000000
48,39,25,0.000070,0.000070,0.000008,0.000000
48,40,25,0.000062,0.000062,0.000008,0.000000
48,41,25,0.000054,0.000055,0.000008,0.000000
48,42,25,0.000047,0.000047,0.000007,0.000000
48,43,25,0.000040,0.000040,0.000007,0.000000
48,44,25,0.000033,0.000033,0.000007,0.000000
48,45,25,0.000026,0.000026,0.000007,0.000000
48,46,25,0.000019,0.000019,0.000007,0.000000
48,47,25,0.000013,0.000013,0.000006,0.000000
48,48,25,0.000006,0.000006,0.000006,0.000000
48,49,25,0.000000,-0.000000,0.000000,-0.000000
49,0,25,0.000000,0.000000,0.000000,-0.000000
49,1,25,0.000000,0.000000,-0.000000,-0.000000
49,2,25,0.000000,0.000000,-0.000000,-0.000000
49,3,25,0.000000,0.000000,-0.000000,-0.000000
49,4,25,0.000000,0.000000,-0.000000,-0.000000
49,5,25,0.000000,0.000000,-0.000000,-0.000000
49,6,25,0.000000,0.000000,-0.000000,-0.000000
49,7,25,0.000000,0.000000,-0.000000,-0.000000
49,8,25,0.000000,0.000000,-0.000000,-0.000000
49,9,25,0.000000,0.000000,-0.000000,-0.000000
49,10,25,0.000000,0.000000,-0.000000,-0.000000
49,11,25,0.000000,0.000000,-0.000000,-0.000000
49,12,25,0.000000,0.000000,-0.000000,-0.000000
49,13,25,0.000000,0.000000,-0.000000,-0.000000
49,14,25,0.000000,0.000000,-0.000000,-0.000000
49,15,25,0.000000,0.000000,-0.000000,-0.000000
49,16,25,0.000000,0.000000,-0.000000,-0.000000
49,17,25,0.000000,0.000000,-0.000000,-0.000000
49,18,25,0.000000,0.000000,-0.000000,-0.000000
49,19,25,0.000000,0.000000,-0.000000,-0.000000
49,20,25,0.000000,0.000000,-0.000000,-0.000000
49,21,25,0.000000,0.000000,-0.000000,-0.000000
49,22,25,0.000000,0.000000,-0.000000,-0.000000
49,23,25,0.000000,0.000000,-0.000000,-0.000000
49,24,25,0.000000,0.000000,-0.000000,-0.000000
49,25,25,0.000000,0.000000,-0.000000,-0.000000
49,26,25,0.000000,0.000000,-0.000000,-0.000000
49,27,25,0.000000,0.000000,-0.000000,-0.000000
49,28,25,0.000000,0.000000,-0.000000,-0.000000
49,29,25,0.000000,0.000000,-0.000000,-0.000000
49,30,25,0.000000,0.000000,-0.000000,-0.000000
49,31,25,0.000000,0.000000,-0.000000,-0.000000
49,32,25,0.000000,0.000000,-0.000000,-0.000000
49,33,25,0.000000,0.000000,-0.000000,-0.000000
49,34,25,0.000000,0.000000,-0.000000,-0.000000
49,35,25,0.000000,0.000000,-0.000000,-0.000000
49,36,25,0.000000,0.000000,-0.000000,-0.000000
49,37,25,0.000000,0.000000,-0.000000,-0.000000
49,38,25,0.000000,0.000000,-0.000000,-0.000000
49,39,25,0.000000,0.000000,-0.000000,-0.000000
49,40,25,0.000000,0.000000,-0.000000,-0.000000
49,41,25,0.000000,0.000000,-0.000000,-0.000000
49,42,25,0.000000,0.000000,-0.000000,-0.000000
49,43,25,0.000000,0.000000,-0.000000,-0.000000
49,44,25,0.000000,0.000000,-0.000000,-0.000000
49,45,25,0.000000,0.000000,-0.000000,-0.000000
49,46,25,0.000000,0.000000,-0.000000,-0.000000
49,47,25,0.000000,0.000000,-0.000000,-0.000000
49,48,25,0.000000,0.000000,-0.000000,-0.000000
49,49,25,0.000000,0.000000,0.000000,-0.000000
